q,n,r,lower_bound,upper_bound,lower_bound_reference,upper_bound_reference
15,13,4,68848736,8164800000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,13,5,2701371,544320000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,13,6,142672,36288000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,13,7,10005,2419200,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,13,8,930,161280,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,13,9,116,10752,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_dummy_coordinate_lengthening
15,13,10,20,855,rule_sphere_covering_bound,lit_marosi_2026;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,13,11,15,57,rule_radius_n_minus_one_exact;rule_radius_back_propagation,lit_marosi_2026;rule_dummy_coordinate_lengthening
15,13,12,15,15,rule_radius_n_minus_one_exact,rule_constant_symbol
15,13,13,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,13,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,1,148187441753252,815372697600000,rule_sphere_covering_bound,lean_extension_field_hamming_upper;rule_alphabet_expansion;rule_free_lengthening
15,14,2,1618861311229,27556200000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening
15,14,3,28709204637,1837080000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,14,4,739599454,122472000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,14,5,26153968,8164800000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,14,6,1230348,544320000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,14,7,75727,36288000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,14,8,6061,2419200,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,14,9,633,161280,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,14,10,87,10752,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_dummy_coordinate_lengthening
15,14,11,17,855,rule_sphere_covering_bound,lit_marosi_2026;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,14,12,15,57,rule_radius_n_minus_one_exact;rule_radius_back_propagation,lit_marosi_2026;rule_dummy_coordinate_lengthening
15,14,13,15,15,rule_radius_n_minus_one_exact,rule_constant_symbol
15,14,14,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,14,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,1,2075326494696016,12230590464000000,rule_sphere_covering_bound,lean_extension_field_hamming_upper;rule_alphabet_expansion;rule_free_lengthening
15,15,2,21061704121056,413343000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening
15,15,3,344985500308,27556200000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,4,8153362862,1837080000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,5,262401622,122472000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,6,11127016,8164800000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,7,610144,544320000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,8,42871,36288000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,9,3854,2419200,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,10,446,161280,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,11,68,10752,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_dummy_coordinate_lengthening
15,15,12,15,855,rule_radius_n_minus_one_exact;rule_radius_back_propagation;rule_length_back_propagation,lit_marosi_2026;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,15,13,15,57,rule_radius_n_minus_one_exact;rule_radius_back_propagation,lit_marosi_2026;rule_dummy_coordinate_lengthening
15,15,14,15,15,rule_radius_n_minus_one_exact,rule_constant_symbol
15,15,15,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,15,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,1,29192926025390625,183458856960000000,rule_sphere_covering_bound,lean_extension_field_hamming_upper;rule_alphabet_expansion;rule_free_lengthening
15,16,2,276622798724485,6200145000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening
15,16,3,4209479298836,413343000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,4,91894762635,27556200000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,5,2713441593,1837080000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,6,104730546,122472000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,7,5177489,8164800000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,8,324173,544320000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,9,25596,36288000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,10,2553,2419200,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,11,325,161280,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,12,54,10752,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_dummy_coordinate_lengthening
15,16,13,15,855,rule_radius_n_minus_one_exact;rule_radius_back_propagation;rule_length_back_propagation,lit_marosi_2026;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,16,14,15,15,rule_radius_n_minus_one_exact;rule_radius_back_propagation,rule_constant_symbol
15,16,15,15,15,rule_radius_n_minus_one_exact,rule_constant_symbol
15,16,16,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,16,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,1,412243202241394810,2751882854400000000,rule_sphere_covering_bound,lean_extension_field_hamming_upper;rule_alphabet_expansion;rule_free_lengthening
15,17,2,3663362161579973,93002175000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening
15,17,3,52052696822296,6200145000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,4,1055755132069,413343000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,5,28797207118,27556200000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,6,1019866177,1837080000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,7,45896792,122472000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,8,2591217,8164800000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,9,182357,544320000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,10,15980,36288000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,11,1751,2419200,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,12,243,161280,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,17,13,43,10752,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_dummy_coordinate_lengthening
15,17,14,15,225,rule_radius_n_minus_one_exact;rule_radius_back_propagation;rule_length_back_propagation,rule_constant_symbol;rule_free_lengthening
15,17,15,15,15,rule_radius_n_minus_one_exact;rule_radius_back_propagation,rule_constant_symbol
15,17,16,15,15,rule_radius_n_minus_one_exact,rule_constant_symbol
15,17,17,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,17,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,1,5841469881562847394,41278242816000000000,rule_sphere_covering_bound,lean_extension_field_hamming_upper;rule_alphabet_expansion;rule_free_lengthening
15,18,2,48870469893039265,1395032625000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening
15,18,3,651241604972096,93002175000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,4,12334029795500,6200145000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,5,312589606353,413343000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,6,10227186326,27556200000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,7,422353104,1837080000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,8,21709198,122472000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,9,1377838,8164800000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,10,107642,544320000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,11,10364,36288000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,12,1237,2419200,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,13,185,161280,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
15,18,14,36,3375,rule_sphere_covering_bound,rule_constant_symbol;rule_free_lengthening
15,18,15,15,225,rule_radius_n_minus_one_exact;rule_radius_back_propagation;rule_length_back_propagation,rule_constant_symbol;rule_free_lengthening
15,18,16,15,15,rule_radius_n_minus_one_exact;rule_radius_back_propagation,rule_constant_symbol
15,18,17,15,15,rule_radius_n_minus_one_exact,rule_constant_symbol
15,18,18,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,19,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,20,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,21,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,22,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,23,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,24,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,25,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,26,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,27,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,28,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,29,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,30,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,31,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,32,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,33,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,34,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,35,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,36,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,37,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,38,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,39,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,40,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,41,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,42,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,43,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,44,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,45,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,46,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,47,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,18,48,1,1,rule_sphere_covering_bound,rule_large_radius_upper
15,19,1,83027633709853954530,619173642240000000000,rule_sphere_covering_bound,lean_extension_field_hamming_upper;rule_alphabet_expansion;rule_free_lengthening
15,19,2,656199218557588310,20925489375000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening
15,19,3,8232711322841710,1395032625000000000,rule_sphere_covering_bound,lean_known_bounds_q16_n6_r2_gf8_binary_lift;rule_alphabet_projection;rule_free_lengthening;rule_dummy_coordinate_lengthening
